Date,Open,High,Low,Close,Adj Close,Volume
1999-06-07,20.000000,20.000000,20.000000,20.000000,6.395798,0
1999-06-08,20.170000,20.170000,20.170000,20.170000,6.450164,0
1999-06-09,19.480000,19.480000,19.480000,19.480000,6.229502,0
1999-06-10,19.389999,19.389999,19.389999,19.389999,6.200722,0
1999-06-11,19.410000,19.410000,19.410000,19.410000,6.207119,0
1999-06-14,19.410000,19.410000,19.410000,19.410000,6.207119,0
1999-06-15,19.410000,19.410000,19.410000,19.410000,6.207119,0
1999-06-16,19.420000,19.420000,19.420000,19.420000,6.210316,0
1999-06-17,19.430000,19.430000,19.430000,19.430000,6.213521,0
1999-06-18,19.440001,19.440001,19.440001,19.440001,6.216713,0
1999-06-21,19.440001,19.440001,19.440001,19.440001,6.216713,0
1999-06-22,19.440001,19.440001,19.440001,19.440001,6.216713,0
1999-06-23,19.410000,19.410000,19.410000,19.410000,6.207119,0
1999-06-24,19.400000,19.400000,19.400000,19.400000,6.203922,0
1999-06-25,19.410000,19.410000,19.410000,19.410000,6.207119,0
1999-06-28,19.410000,19.410000,19.410000,19.410000,6.207119,0
1999-06-29,19.420000,19.420000,19.420000,19.420000,6.210316,0
1999-06-30,19.430000,19.430000,19.430000,19.430000,6.213521,0
1999-07-01,19.420000,19.420000,19.420000,19.420000,6.210316,0
1999-07-02,19.440001,19.440001,19.440001,19.440001,6.216713,0
1999-07-06,19.440001,19.440001,19.440001,19.440001,6.216713,0
1999-07-07,19.440001,19.440001,19.440001,19.440001,6.216713,0
1999-07-08,19.440001,19.440001,19.440001,19.440001,6.216713,0
1999-07-09,19.469999,19.469999,19.469999,19.469999,6.226306,0
1999-07-12,19.490000,19.490000,19.490000,19.490000,6.232701,0
1999-07-13,19.500000,19.500000,19.500000,19.500000,6.235900,0
1999-07-14,19.500000,19.500000,19.500000,19.500000,6.235900,0
1999-07-15,19.520000,19.520000,19.520000,19.520000,6.242295,0
1999-07-16,19.540001,19.540001,19.540001,19.540001,6.248695,0
1999-07-19,19.549999,19.549999,19.549999,19.549999,6.251890,0
1999-07-20,19.549999,19.549999,19.549999,19.549999,6.251890,0
1999-07-21,19.559999,19.559999,19.559999,19.559999,6.255090,0
1999-07-22,19.530001,19.530001,19.530001,19.530001,6.245497,0
1999-07-23,19.530001,19.530001,19.530001,19.530001,6.245497,0
1999-07-26,19.520000,19.520000,19.520000,19.520000,6.242295,0
1999-07-27,19.520000,19.520000,19.520000,19.520000,6.242295,0
1999-07-28,19.530001,19.530001,19.530001,19.530001,6.245497,0
1999-07-29,19.469999,19.469999,19.469999,19.469999,6.226306,0
1999-07-30,19.440001,19.440001,19.440001,19.440001,6.216713,0
1999-08-02,19.440001,19.440001,19.440001,19.440001,6.216713,0
1999-08-03,19.440001,19.440001,19.440001,19.440001,6.216713,0
1999-08-04,19.430000,19.430000,19.430000,19.430000,6.213521,0
1999-08-05,19.410000,19.410000,19.410000,19.410000,6.207119,0
1999-08-06,19.320000,19.320000,19.320000,19.320000,6.178334,0
1999-08-09,19.260000,19.260000,19.260000,19.260000,6.159148,0
1999-08-10,19.139999,19.139999,19.139999,19.139999,6.150796,0
1999-08-11,19.129999,19.129999,19.129999,19.129999,6.147581,0
1999-08-12,19.090000,19.090000,19.090000,19.090000,6.134727,0
1999-08-13,19.100000,19.100000,19.100000,19.100000,6.137937,0
1999-08-16,19.070000,19.070000,19.070000,19.070000,6.128299,0
1999-08-17,19.059999,19.059999,19.059999,19.059999,6.125083,0
1999-08-18,19.059999,19.059999,19.059999,19.059999,6.125083,0
1999-08-19,19.059999,19.059999,19.059999,19.059999,6.125083,0
1999-08-20,19.070000,19.070000,19.070000,19.070000,6.128299,0
1999-08-23,19.080000,19.080000,19.080000,19.080000,6.131516,0
1999-08-24,19.080000,19.080000,19.080000,19.080000,6.131516,0
1999-08-25,19.139999,19.139999,19.139999,19.139999,6.150796,0
1999-08-26,19.150000,19.150000,19.150000,19.150000,6.154008,0
1999-08-27,19.170000,19.170000,19.170000,19.170000,6.160437,0
1999-08-30,19.180000,19.180000,19.180000,19.180000,6.163649,0
1999-08-31,19.139999,19.139999,19.139999,19.139999,6.150796,0
1999-09-01,19.139999,19.139999,19.139999,19.139999,6.150796,0
1999-09-02,19.070000,19.070000,19.070000,19.070000,6.128299,0
1999-09-03,19.100000,19.100000,19.100000,19.100000,6.137937,0
1999-09-07,19.100000,19.100000,19.100000,19.100000,6.137937,0
1999-09-08,19.100000,19.100000,19.100000,19.100000,6.137937,0
1999-09-09,19.100000,19.100000,19.100000,19.100000,6.137937,0
1999-09-10,19.090000,19.090000,19.090000,19.090000,6.165069,0
1999-09-13,19.080000,19.080000,19.080000,19.080000,6.161837,0
1999-09-14,19.049999,19.049999,19.049999,19.049999,6.152152,0
1999-09-15,19.049999,19.049999,19.049999,19.049999,6.152152,0
1999-09-16,19.049999,19.049999,19.049999,19.049999,6.152152,0
1999-09-17,19.090000,19.090000,19.090000,19.090000,6.165069,0
1999-09-20,19.090000,19.090000,19.090000,19.090000,6.165069,0
1999-09-21,19.059999,19.059999,19.059999,19.059999,6.155376,0
1999-09-22,19.059999,19.059999,19.059999,19.059999,6.155376,0
1999-09-23,19.059999,19.059999,19.059999,19.059999,6.155376,0
1999-09-24,19.070000,19.070000,19.070000,19.070000,6.158611,0
1999-09-27,19.070000,19.070000,19.070000,19.070000,6.158611,0
1999-09-28,19.080000,19.080000,19.080000,19.080000,6.161837,0
1999-09-29,19.080000,19.080000,19.080000,19.080000,6.161837,0
1999-09-30,19.059999,19.059999,19.059999,19.059999,6.155376,0
1999-10-01,19.020000,19.020000,19.020000,19.020000,6.142462,0
1999-10-04,19.020000,19.020000,19.020000,19.020000,6.142462,0
1999-10-05,19.010000,19.010000,19.010000,19.010000,6.139235,0
1999-10-06,19.090000,19.090000,19.090000,19.090000,6.165069,0
1999-10-07,19.110001,19.110001,19.110001,19.110001,6.171529,0
1999-10-08,19.110001,19.110001,19.110001,19.110001,6.171529,0
1999-10-11,19.020000,19.020000,19.020000,19.020000,6.172826,0
1999-10-12,18.969999,18.969999,18.969999,18.969999,6.156601,0
1999-10-13,18.969999,18.969999,18.969999,18.969999,6.156601,0
1999-10-14,18.910000,18.910000,18.910000,18.910000,6.137125,0
1999-10-15,18.889999,18.889999,18.889999,18.889999,6.130634,0
1999-10-18,18.879999,18.879999,18.879999,18.879999,6.127388,0
1999-10-19,18.870001,18.870001,18.870001,18.870001,6.124145,0
