Date,Open,High,Low,Close,Adj Close,Volume
2001-11-12,10.440000,10.440000,10.440000,10.440000,5.966692,0
2001-11-13,10.420000,10.420000,10.420000,10.420000,5.955264,0
2001-11-14,10.370000,10.370000,10.370000,10.370000,5.926684,0
2001-11-15,10.280000,10.280000,10.280000,10.280000,5.875250,0
2001-11-16,10.220000,10.220000,10.220000,10.220000,5.840960,0
2001-11-19,10.270000,10.270000,10.270000,10.270000,5.869535,0
2001-11-20,10.240000,10.240000,10.240000,10.240000,5.852390,0
2001-11-21,10.200000,10.200000,10.200000,10.200000,5.829533,0
2001-11-23,10.180000,10.180000,10.180000,10.180000,5.818099,0
2001-11-26,10.170000,10.170000,10.170000,10.170000,5.812386,0
2001-11-27,10.190000,10.190000,10.190000,10.190000,5.823814,0
2001-11-28,10.190000,10.190000,10.190000,10.190000,5.823814,0
2001-11-29,10.250000,10.250000,10.250000,10.250000,5.858104,0
2001-11-30,10.260000,10.260000,10.260000,10.260000,5.863823,0
2001-12-03,10.260000,10.260000,10.260000,10.260000,5.863823,0
2001-12-04,10.290000,10.290000,10.290000,10.290000,5.880967,0
2001-12-05,10.190000,10.190000,10.190000,10.190000,5.823814,0
2001-12-06,10.150000,10.150000,10.150000,10.150000,5.800954,0
2001-12-07,10.090000,10.090000,10.090000,10.090000,5.766663,0
2001-12-10,10.100000,10.100000,10.100000,10.100000,5.772380,0
2001-12-11,10.120000,10.120000,10.120000,10.120000,5.783808,0
2001-12-12,10.160000,10.160000,10.160000,10.160000,5.806667,0
2001-12-13,10.120000,10.120000,10.120000,10.120000,5.783808,0
2001-12-14,10.080000,10.080000,10.080000,10.080000,5.760946,0
2001-12-17,10.080000,10.080000,10.080000,10.080000,5.760946,0
2001-12-18,10.090000,10.090000,10.090000,10.090000,5.766663,0
2001-12-19,10.130000,10.130000,10.130000,10.130000,5.789526,0
2001-12-20,10.130000,10.130000,10.130000,10.130000,5.789526,0
2001-12-21,10.120000,10.120000,10.120000,10.120000,5.783808,0
2001-12-24,10.100000,10.100000,10.100000,10.100000,5.772380,0
2001-12-26,10.080000,10.080000,10.080000,10.080000,5.760946,0
2001-12-27,10.110000,10.110000,10.110000,10.110000,5.778090,0
2001-12-28,10.100000,10.100000,10.100000,10.100000,5.772380,0
2001-12-31,10.140000,10.140000,10.140000,10.140000,5.795237,0
2002-01-02,10.100000,10.100000,10.100000,10.100000,5.772380,0
2002-01-03,10.120000,10.120000,10.120000,10.120000,5.783808,0
2002-01-04,10.120000,10.120000,10.120000,10.120000,5.783808,0
2002-01-07,10.160000,10.160000,10.160000,10.160000,5.806667,0
2002-01-08,10.160000,10.160000,10.160000,10.160000,5.806667,0
2002-01-09,10.170000,10.170000,10.170000,10.170000,5.812386,0
2002-01-10,10.220000,10.220000,10.220000,10.220000,5.840960,0
2002-01-11,10.260000,10.260000,10.260000,10.260000,5.863823,0
2002-01-14,10.240000,10.240000,10.240000,10.240000,5.852390,0
2002-01-15,10.250000,10.250000,10.250000,10.250000,5.858104,0
2002-01-16,10.240000,10.240000,10.240000,10.240000,5.852390,0
2002-01-17,10.200000,10.200000,10.200000,10.200000,5.829533,0
2002-01-18,10.220000,10.220000,10.220000,10.220000,5.840960,0
2002-01-22,10.210000,10.210000,10.210000,10.210000,5.835245,0
2002-01-23,10.180000,10.180000,10.180000,10.180000,5.818099,0
2002-01-24,10.170000,10.170000,10.170000,10.170000,5.812386,0
2002-01-25,10.160000,10.160000,10.160000,10.160000,5.806667,0
2002-01-28,10.160000,10.160000,10.160000,10.160000,5.806667,0
2002-01-29,10.200000,10.200000,10.200000,10.200000,5.829533,0
2002-01-30,10.190000,10.190000,10.190000,10.190000,5.823814,0
2002-01-31,10.170000,10.170000,10.170000,10.170000,5.812386,0
2002-02-01,10.190000,10.190000,10.190000,10.190000,5.823814,0
2002-02-04,10.220000,10.220000,10.220000,10.220000,5.840960,0
2002-02-05,10.210000,10.210000,10.210000,10.210000,5.835245,0
2002-02-06,10.190000,10.190000,10.190000,10.190000,5.823814,0
2002-02-07,10.180000,10.180000,10.180000,10.180000,5.818099,0
2002-02-08,10.210000,10.210000,10.210000,10.210000,5.835245,0
2002-02-11,10.200000,10.200000,10.200000,10.200000,5.829533,0
2002-02-12,10.180000,10.180000,10.180000,10.180000,5.818099,0
2002-02-13,10.160000,10.160000,10.160000,10.160000,5.806667,0
2002-02-14,10.180000,10.180000,10.180000,10.180000,5.818099,0
2002-02-15,10.210000,10.210000,10.210000,10.210000,5.835245,0
2002-02-19,10.200000,10.200000,10.200000,10.200000,5.829533,0
2002-02-20,10.200000,10.200000,10.200000,10.200000,5.829533,0
2002-02-21,10.200000,10.200000,10.200000,10.200000,5.829533,0
2002-02-22,10.220000,10.220000,10.220000,10.220000,5.840960,0
2002-02-25,10.210000,10.210000,10.210000,10.210000,5.835245,0
2002-02-26,10.180000,10.180000,10.180000,10.180000,5.818099,0
2002-02-27,10.220000,10.220000,10.220000,10.220000,5.840960,0
2002-02-28,10.210000,10.210000,10.210000,10.210000,5.835245,0
2002-03-01,10.170000,10.170000,10.170000,10.170000,5.812386,0
2002-03-04,10.160000,10.160000,10.160000,10.160000,5.806667,0
2002-03-05,10.160000,10.160000,10.160000,10.160000,5.806667,0
2002-03-06,10.150000,10.150000,10.150000,10.150000,5.800954,0
2002-03-07,10.100000,10.100000,10.100000,10.100000,5.772380,0
2002-03-08,10.050000,10.050000,10.050000,10.050000,5.743799,0
2002-03-11,10.050000,10.050000,10.050000,10.050000,5.743799,0
2002-03-12,10.050000,10.050000,10.050000,10.050000,5.743799,0
2002-03-13,10.070000,10.070000,10.070000,10.070000,5.755231,0
2002-03-14,10.010000,10.010000,10.010000,10.010000,5.720942,0
2002-03-15,10.020000,10.020000,10.020000,10.020000,5.726657,0
2002-03-18,10.040000,10.040000,10.040000,10.040000,5.738084,0
2002-03-19,10.040000,10.040000,10.040000,10.040000,5.738084,0
2002-03-20,10.010000,10.010000,10.010000,10.010000,5.720942,0
2002-03-21,10.020000,10.020000,10.020000,10.020000,5.726657,0
2002-03-22,10.010000,10.010000,10.010000,10.010000,5.720942,0
2002-03-25,10.000000,10.000000,10.000000,10.000000,5.715227,0
2002-03-26,10.030000,10.030000,10.030000,10.030000,5.732371,0
2002-03-27,10.040000,10.040000,10.040000,10.040000,5.738084,0
2002-03-28,10.000000,10.000000,10.000000,10.000000,5.715227,0
2002-04-01,9.990000,9.990000,9.990000,9.990000,5.709509,0
2002-04-02,10.030000,10.030000,10.030000,10.030000,5.732371,0
2002-04-03,10.060000,10.060000,10.060000,10.060000,5.749519,0
2002-04-04,10.060000,10.060000,10.060000,10.060000,5.749519,0
2002-04-05,10.080000,10.080000,10.080000,10.080000,5.760946,0
2002-04-08,10.070000,10.070000,10.070000,10.070000,5.755231,0
2002-04-09,10.090000,10.090000,10.090000,10.090000,5.766663,0
2002-04-10,10.080000,10.080000,10.080000,10.080000,5.760946,0
2002-04-11,10.090000,10.090000,10.090000,10.090000,5.766663,0
2002-04-12,10.100000,10.100000,10.100000,10.100000,5.772380,0
2002-04-15,10.110000,10.110000,10.110000,10.110000,5.778090,0
2002-04-16,10.090000,10.090000,10.090000,10.090000,5.766663,0
2002-04-17,10.090000,10.090000,10.090000,10.090000,5.766663,0
2002-04-18,10.100000,10.100000,10.100000,10.100000,5.772380,0
2002-04-19,10.110000,10.110000,10.110000,10.110000,5.778090,0
2002-04-22,10.110000,10.110000,10.110000,10.110000,5.778090,0
2002-04-23,10.100000,10.100000,10.100000,10.100000,5.772380,0
2002-04-24,10.130000,10.130000,10.130000,10.130000,5.789526,0
2002-04-25,10.130000,10.130000,10.130000,10.130000,5.789526,0
2002-04-26,10.140000,10.140000,10.140000,10.140000,5.795237,0
2002-04-29,10.120000,10.120000,10.120000,10.120000,5.783808,0
2002-04-30,10.120000,10.120000,10.120000,10.120000,5.783808,0
2002-05-01,10.130000,10.130000,10.130000,10.130000,5.789526,0
2002-05-02,10.110000,10.110000,10.110000,10.110000,5.778090,0
2002-05-03,10.130000,10.130000,10.130000,10.130000,5.789526,0
2002-05-06,10.120000,10.120000,10.120000,10.120000,5.783808,0
2002-05-07,10.130000,10.130000,10.130000,10.130000,5.789526,0
2002-05-08,10.070000,10.070000,10.070000,10.070000,5.755231,0
2002-05-09,10.090000,10.090000,10.090000,10.090000,5.766663,0
2002-05-10,10.110000,10.110000,10.110000,10.110000,5.778090,0
2002-05-13,10.070000,10.070000,10.070000,10.070000,5.755231,0
2002-05-14,10.030000,10.030000,10.030000,10.030000,5.732371,0
2002-05-15,10.050000,10.050000,10.050000,10.050000,5.743799,0
2002-05-16,10.080000,10.080000,10.080000,10.080000,5.760946,0
2002-05-17,10.050000,10.050000,10.050000,10.050000,5.743799,0
2002-05-20,10.080000,10.080000,10.080000,10.080000,5.760946,0
2002-05-21,10.100000,10.100000,10.100000,10.100000,5.772380,0
2002-05-22,10.120000,10.120000,10.120000,10.120000,5.783808,0
2002-05-23,10.100000,10.100000,10.100000,10.100000,5.772380,0
2002-05-24,10.100000,10.100000,10.100000,10.100000,5.772380,0
2002-05-28,10.110000,10.110000,10.110000,10.110000,5.778090,0
2002-05-29,10.140000,10.140000,10.140000,10.140000,5.795237,0
